census_tract_number,state,county,tract_type,acs_data_source
72121960700,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
72121960800,Puerto Rico,Sabana Grande,Low-Income Community,2011-2015
72123952600,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123952700,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123952800,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123952900,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123953000,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123953100,Puerto Rico,Salinas,Low-Income Community,2011-2015
72123953200,Puerto Rico,Salinas,Low-Income Community,2011-2015
72125840100,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840200,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840300,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840400,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840500,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840600,Puerto Rico,San Germán,Low-Income Community,2011-2015
72125840700,Puerto Rico,San Germán,Low-Income Community,2011-2015
72127000400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127000506,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127000600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127000700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001000,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127001100,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001200,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127001301,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001302,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127001600,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127001800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002002,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002100,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127002900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003000,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003100,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003501,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003502,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127003902,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004306,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127004900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005000,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005101,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005102,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005103,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005201,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005202,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005204,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005214,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005215,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005401,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005402,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005403,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005601,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005602,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127005900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006000,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006101,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006102,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127006900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007004,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007100,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007600,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127007900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008001,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008002,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008100,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127008201,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008202,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008601,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127008602,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008603,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008700,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127008900,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009000,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009111,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009112,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009121,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009122,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009123,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127009300,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009400,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009601,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127009602,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009603,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009624,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009800,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009901,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127009902,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127009903,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127010001,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010012,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010022,Puerto Rico,San Juan,Non-LIC Contiguous,2011-2015
72127010032,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010042,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010100,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127010500,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127980000,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127980103,Puerto Rico,San Juan,Low-Income Community,2011-2015
72127980200,Puerto Rico,San Juan,Low-Income Community,2011-2015
72129220100,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220200,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220300,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220401,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220402,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220501,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220502,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220600,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72129220700,Puerto Rico,San Lorenzo,Low-Income Community,2011-2015
72131009200,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131958500,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131958700,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131958800,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131958900,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131959000,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131959200,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131959300,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72131959500,Puerto Rico,San Sebastián,Low-Income Community,2011-2015
72133953300,Puerto Rico,Santa Isabel,Low-Income Community,2011-2015
72133953500,Puerto Rico,Santa Isabel,Low-Income Community,2011-2015
72133953600,Puerto Rico,Santa Isabel,Low-Income Community,2011-2015
72133953700,Puerto Rico,Santa Isabel,Low-Income Community,2011-2015
72133953800,Puerto Rico,Santa Isabel,Low-Income Community,2011-2015
72135510102,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510200,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510300,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510400,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510502,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510503,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510504,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510601,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510602,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510701,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72135510702,Puerto Rico,Toa Alta,Low-Income Community,2011-2015
72137120200,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120300,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120400,Puerto Rico,Toa Baja,Non-LIC Contiguous,2011-2015
72137120500,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120600,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120700,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120800,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137120900,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121001,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121002,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121100,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121200,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121300,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121400,Puerto Rico,Toa Baja,Non-LIC Contiguous,2011-2015
72137121701,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121702,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121801,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121802,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137121900,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137122001,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137122002,Puerto Rico,Toa Baja,Low-Income Community,2012-2016
72137122100,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137122201,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137122202,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72137122400,Puerto Rico,Toa Baja,Low-Income Community,2011-2015
72139060102,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060103,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060104,Puerto Rico,Trujillo Alto,Non-LIC Contiguous,2011-2015
72139060211,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060212,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060222,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060223,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060301,Puerto Rico,Trujillo Alto,Non-LIC Contiguous,2011-2015
72139060302,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060401,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060403,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060501,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72139060502,Puerto Rico,Trujillo Alto,Low-Income Community,2011-2015
72141956900,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957000,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957100,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957200,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957300,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957400,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957500,Puerto Rico,Utuado,Low-Income Community,2011-2015
72141957600,Puerto Rico,Utuado,Low-Income Community,2011-2015
72143550100,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550200,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550300,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550400,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550500,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550601,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72143550602,Puerto Rico,Vega Alta,Low-Income Community,2011-2015
72145560100,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560201,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560204,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560300,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560401,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560402,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560500,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560600,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560701,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560702,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560801,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560802,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72145560900,Puerto Rico,Vega Baja,Low-Income Community,2011-2015
72147950500,Puerto Rico,Vieques,Low-Income Community,2011-2015
72147950600,Puerto Rico,Vieques,Low-Income Community,2011-2015
72149720100,Puerto Rico,Villalba,Low-Income Community,2011-2015
72149720300,Puerto Rico,Villalba,Low-Income Community,2011-2015
72149720400,Puerto Rico,Villalba,Low-Income Community,2011-2015
72149720502,Puerto Rico,Villalba,Low-Income Community,2011-2015
72149720503,Puerto Rico,Villalba,Low-Income Community,2011-2015
72149720504,Puerto Rico,Villalba,Low-Income Community,2011-2015
72151950600,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151950700,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151950800,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151950900,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151951000,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151951100,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151951200,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72151951300,Puerto Rico,Yabucoa,Low-Income Community,2011-2015
72153750101,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750102,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750201,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750202,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750300,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750400,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750501,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750502,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750503,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750601,Puerto Rico,Yauco,Low-Income Community,2011-2015
72153750602,Puerto Rico,Yauco,Low-Income Community,2011-2015
44001030500,Rhode Island,Bristol,Low-Income Community,2011-2015
44001030700,Rhode Island,Bristol,Low-Income Community,2011-2015
44003020200,Rhode Island,Kent,Low-Income Community,2011-2015
44005040500,Rhode Island,Newport,Low-Income Community,2011-2015
44007000101,Rhode Island,Providence,Low-Income Community,2011-2015
44007000200,Rhode Island,Providence,Low-Income Community,2011-2015
44007000600,Rhode Island,Providence,Low-Income Community,2011-2015
44007000800,Rhode Island,Providence,Low-Income Community,2011-2015
